SongNumber;SongID;AlbumID;AlbumName;ArtistID;ArtistName;Title;Year
3695;b'SOMAJVT12A6D4FB162';226559;b'Sanddollars EP';b'AR0B3RS1187FB48F5D';b'Why?';"bMiss Ohio's Nameless""""";0
3696;b'SOIHARY12A8C1338E8';282390;b'All Money Is Legal';b'ARC18161187FB4CF4B';b'Amil';b'Get Down';2000
3697;b'SOIAQFI12AF729E236';667208;b'Pink Crustaceans and  Good Vibrations';b'ARO5P0H1187FB5BAD7';b'Pepper';b'Musical 69';2008
3698;b'SOBKSMX12A6D4F9750';166718;b'Say Say Say (Waiting 4 U)';b'ARMGO941187FB3B52A';b'Hi-Tack';"bSay Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix)""""";2006
3699;b'SOUAOPT12AB0182B82';422324;b'Wuz';b'ARLBNAC1187FB47151';b'Alex Gopher';"bKeep on dancin' (Last man standin')""""";0
3700;b'SOLDBZO12A8C13D2A5';259754;b'Rumba Congo';b'AROQ9OT1187B99E88D';b'K\xc3\xa9k\xc3\xa9l\xc3\xa9';b'Dido';2001
3701;b'SOXXYXY12AB01851E5';559001;b'Country Hits Vol. 5';b'ARVQ4QM1187B98AD95';b'Hank Penny';b'Steel Guiter Stomp';2008
3702;b'SOFPYWI12AB017E7C0';484720;b'Action / Adventure';b'AR1WLWQ1187B989B85';b'Dealership';"bI Don't Want Your Love""""";2004
3703;b'SONSVNR12A8C1405E7';372601;b'Stars of Radio & Television';b'ARZJFOF1269FB36799';b'Frankie Howard';b'Three Little Fishes';0
3704;b'SOEOEZA12AB018530E';547009;b'Freakhouse';b'ARCPN4U1187B9A94B7';b'Freakhouse';b'Submit';0
3705;b'SOARXSQ12A67020F78';10147;b'Siamese Dream';b'ARN5NHX1187FB4F755';b'The Smashing Pumpkins';b'Rocket';1993
3706;b'SOCPVQM12AB0184ABB';648825;b'Belle Isle Players';b'ARCZGEP122988F4890';b'Starski and Clutch';b'Belle Isle Players';0
3707;b'SOZBCID12AC468B7E6';686183;b'The Walking Cycloon';b'ARFZNR41187B990AF7';b'Sunnyland Slim';b'Hard Times (feat. Floyd Jones)';0
3708;b'SOIJZUS12A6D4F73B1';84421;b'One More Time!';b'ARGPFYP1187B98F5CB';b'The Highwaymen';b'Abilene';0
3709;b'SOKYNPU12A6D4F8462';29467;b'Corazon De Barco';b'ARJRQL51187FB541AB';b'Juan Carlos Baglietto';b'Amor Siciliano';0
3710;b'SOQFVNY12A58A7F001';201649;"bPassin' The Faith Along""""";b'AREAEX91187B98DC01';b'Gaither Vocal Band';"bPassin' The Faith Along""""";0
3711;b'SOAAFUV12AB018831D';762448;b'Resistance';b'AR5ZGC11187FB417A3';b'Big Mountain';b'Where Do The Children Play? (LP Version)';0
3712;b'SODTEMK12AF72A7210';316046;b'The Collection';b'ARIWB161187B9AA1D5';b'Simon & Garfunkel';"bA Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission)""""";1966
3713;b'SONDTMH12AC468965E';782647;b'The Very Best of Professor Longhair';b'ARA8O8L1187B9AD61D';b'Professor Longhair';b'No Buts - No Maybes';1993
3714;b'SOXINEE12AB0189B66';371527;b'The Krypt_ Los Angeles_ CA 1984';b'ARE7FPO1187B9AF7CF';b'Kommunity FK';b'Junkies 1984';0
3715;b'SOYXCOI12A8C1421AB';521002;b'Perfect World';b'AR3CLBX1187FB5A307';b'Richi M.';b'Wake Me Up';1998
3716;b'SOVTNTH12A8C1421C9';312331;b'Srv';b'ART3O5Z1187B9AB043';b'Stevie Ray Vaughan And Double Trouble';b'Come On (Pt. III)';0
3717;b'SOIYMOP12A6D4FB02E';62348;b'Zig Zag Walk';b'ARJVTRE1187B9959C0';b'Foghat';b'Three Wheel Cadillac';1983
3718;b'SOHVBFS12A8C13E159';301587;b'Rose Marie';b'ARF4V431187FB3AA41';b'Slim Whitman';b'Cattle Call';1993
3719;b'SOZGJIY12AB0186634';466626;b'Closer To It!';b'ARHMZAR1187B9B077C';"bBrian Auger's Oblivion Express""""";b'Voices Of Other Times';1999
3720;b'SOIIXNV12AB018265A';560455;b'The March';b'AR6G6G01187B9B1637';b'Unearth';b'Crow Killer';2008
3721;b'SORMVVP12AB017B071';405251;b'Happy Day';b'AROCP781187B98E2A3';b'Tim Hughes';b'Dance';2007
3722;b'SOCZBGK12AB0187C35';725532;b'A Little Louder / Dreams';b'ARHP6H31187FB4A38C';b'DJ Icey';b'A Little Louder';2003
3723;b'SOFWEJY12A8C131DF1';210302;b'Azure';b'ARLTWXK1187FB5A3F8';b'King Curtis';b'Misty';0
3724;b'SOAIEMM12AB017EC98';448018;b'Warpaint Live';b'ARUKN9H1187B9B71C8';b'The Black Crowes';b'Locust Street (Album Version)';0
3725;b'SOHPFBD12A8C133971';188189;b'Wild Imagination';b'AREXX3T1187B989950';b'Scott Krippayne';b'The Main Thing (LP Version)';0
3726;b'SOBWYOK12A6D4F9314';35114;b'Super Riddim Internacional Volumen 1';b'ARF1E421187B9AF8C4';b'El Gran Silencio';b'Ayer';0
3727;b'SOVEVBC12AB0185DCB';460246;b'Drama_ Spiel und Blut (Das Archiv Teil 1)';b'ARFY8NV1187B9B1961';b'Der Moderne Man';b'Sinnloz/ Anakonda (live)';0
3728;b'SOSRUNU12A6D4F988C';75091;b'Neendran';b'ARCT2BM1187FB3D02A';b'Babbu Maan';b'Kudian Kudian';0
3729;b'SOGOFSR12A8C13CE47';219138;"bBroker's Banquet""""";b'ARLK1A71187B9AECD2';b'Yuppie Pricks';b'Prick For President';0
3730;b'SOYZBUV12A8C1393FD';255383;b'Somewhere';b'AR0JEOI1187B98B918';b'Erik Berglund';b'Ave Maria';0
3731;b'SOZMMFV12AB0183F74';662089;b'Greatest Hits';b'ARDQO721187FB3C6D9';b'Rodney O & Joe Cooley';b'Supercuts';1995
3732;b'SOYDZUT12A8C13677D';153947;b'Hurricane Bar';b'ARR6MOS1187B994C51';b'Mando Diao';"bAnnie's Angle""""";2004
3733;b'SOJUTVA12A8151E862';273745;b'The Hit Factory';b'ARYHTYH11EBCD7C884';b'The Hit Factory';b'Explode (Instrumental)';0
3734;b'SOSMUCO12A8C13AE8E';295117;b'Verdi Arias';b'ARUKJUP12086C14589';b'Ram\xc3\xb3n Vargas';b'Dal labbro il canto';0
3735;b'SOUVAZT12AB017C119';700475;b'Reggae Lasting Love Songs - Vol. 5';b'ARVMOTP1187B99720F';b'Barbara Jones';b'You Are Always On My Mind';0
3736;b'SOVGPMI12AB0183BA2';338275;b'I Want Your Soul For Christmas';b'AR2OPWW1187B9A5057';b'Schoolyard Heroes';b'Dreidel_ Dreidel_ Dreidel_ Dreidel!';0
3737;b'SOPRCGJ12A58A80410';55215;b'Arturo Sandoval & The Latin Train';b'ARNITNO1187FB555D3';b'Arturo Sandoval';b'Waheera';1995
3738;b'SOEWQBT12AC3DF93A7';776208;b'The Green Album';b'AR3U3G01187FB58BA7';b'Christie Hennessy';b'The All-Ireland';0
3739;b'SOWFZZY12A8C142E99';657176;b'I am_ you are_ he/she/it is';b'ARPYTUA1257509E91A';b'Sirka Ragnar';b'Port now!';2007
3740;b'SOYDJQU12AB018BD6F';795486;b'All At Sea / Julia';b'AR45GMQ1187FB466DA';b'Richard Walters';b'All at sea';0
3741;b'SOIARWN12AF72A5A63';479604;b'Sirens';b'ARJGQJD1187B997A00';b'It Dies Today';b'Sixth of June';2007
3742;b'SOWWQST12A8AE4675B';185809;b'Que Vuelva La Musica';b'ARSZVAK1187FB4A9F0';b'Richie Ray & Bobby Cruz';b'El Gallo Y La Vaca';2005
3743;b'SOKSSME12AB0187610';575781;b'Isle of Golden Dreams - Capital Years (1948 - 1952)';b'ARZNQEM11F4C83B660';b'Les Paul_ Mary Ford';b'Goofus';0
3744;b'SOSOEOS12AC468911E';782602;b'LeftBack';b'ARF3FBD1187FB40B90';b'Little Brother';b'Second Chances feat. Bilal & Darien Brockington';2010
3745;b'SOIRCZT12A8C13F724';168061;b'Anthologia - Kostas Virvos';b'ARZXTUO12509411DAE';b'Vaggelis Perpiniadis';b'To Diazigio';0
3746;b'SOXHXDU12A8C13BAF0';112605;b'Messiaen Oeuvres Orgue';b'AR342K51187B98B571';b'Olivier Messiaen';b'Les Corps Glorieux (7 Visions De La Vie Des Ressuscit\xc3\xa9s) (1939) : VII Le Myst\xc3\xa8re De La Sainte-Trinit\xc3\xa9';0
3747;b'SOAOXXE12AB0182517';556943;"bI've Got the World On a String""""";b'AR137UW1187B98CCBA';b'Charlie Byrd Trio';"bTravellin' On""""";0
3748;b'SODSKGE12A8C144435';611966;b'Lost Treasures: Rare And Unreleased';b'ARJUNZD1187B9A5DAE';b'Herb Alpert And The Tijuana Brass';b'Flowers On The Wall';0
3749;b'SOBNYPF12AB0179B22';532011;b'Listening Tree';b'AR8U8G41187B9A833B';b'Tim Exile';b'Family Galaxy';2009
3750;b'SOCQTHA12AB0181C33';463600;b'Fall In Love';b'ARTWNNQ1187B9A15BC';b'Glen Ricks';b'Fall In Love';0
3751;b'SOVJSWO12A8C13426D';142324;b'Polkas de mi Tierra';b'ARSWXNX1187FB3D04E';b'Chango Spasiuk';b'Autores Anonimos';1998
3752;b'SOZUCVS12AB0182119';519476;b'First War Of The World';b'ARH24021187FB4DEA1';b'Black Messiah';b'Gullveig';2009
3753;b'SODICKC12AB0186806';468698;b'My secret life';b'ARSPQ0H1187B999944';b'Eric Burdon';b'Motorcycle girl';2004
3754;b'SOJLUXH12A6D4FD0CE';176415;b'Healing';b'ARXHWL31187FB476F4';b'unloco';b'Reckoning (Album Version)';2001
3755;b'SOQMDHI12A6D4F98DC';176894;b'The Duke Of Earl';b'ARYBUAO1187FB3F4EB';b'Gene Chandler';b'Festival Of Love';1994
3756;b'SOENKHG12A58A79945';599144;b'Guitar Man';b'AR7AOEJ1187FB3D279';b'Little Milton';b'You Were On The Right Street';0
3757;b'SOVNIWE12A8C144C9E';462412;b'Just Today';b'ARBUHDB1187FB3E72C';b'Bobby Vee';b'I Wouldnt Change A Thing';0
3758;b'SOIOCUC12A8C13EDAA';111988;b'Collection 2';b'ARA1UU51187FB5A70B';b'The Misfits';b'Halloween II';1981
3759;b'SOPDUIV12A8C1367B5';259464;b'You Give Love a Bad Name';b'ARA7WV51187FB532B0';b'GG Allin';b'Garbage Dump';1999
3760;b'SOZTRYZ12A8C13D285';105765;b'Amphibian';b'AR9JJ761187B9AF496';b'Tanya Chua';b'Zuo Li Bu An';0
3761;b'SORYJIP12A8C139505';258981;b'The Cutting Edge';b'ARSDFYB11F50C4F736';b'The Cutting Edge';b'Cutting Edge';0
3762;b'SOZIIHW12AB0189AFA';768457;b'In My Hands';b'AR1XUYS1187B9A44D7';b'Natalie MacMaster';"bFather John Macleod's Jig""""";1999
3763;b'SOVRBKR12A8C133AF2';285407;b'Home Alone - Soundtrack';b'ARHKMWZ1187B99C002';b'Southside Johnny Lyon';b'Please Come Home For Christmas**';0
3764;b'SOKZNMZ12A6D4F7D44';422255;b'Unfinished Business (Explicit)';b'ARSQDUN1187B98D7D7';b'EPMD';b'Please Listen To My Demo';1989
3765;b'SOMHYKZ12B34F1F013';296950;b'Gung Ho';b'ARXPDRB1187B9AD0B1';b'Patti Smith';b'Lo and Beholden';2000
3766;b'SOHJJTY12A8C139876';212126;b'En Joy';b'ARIP54S1187FB53259';b'Jaime Urrutia';b'Caray! (con Loquillo_ directo Enjoy 07)';0
3767;b'SOLTLEZ12AB01886B3';666515;b'Classic Tracks';b'ARIFGKC1187B9B04D5';b'Dean Martin';b'Pennies From Heaven';1997
3768;b'SOOONHL12AB01824B1';468985;b'The Street CD Vol.1 (feat. Everlast_ Madball_ Lordz Of Brooklyn_ Ill Bill_  SubZero...)';b'ARVIT0V1187B9A7CDE';b'Danny Diablo feat. Puerto Rican Myke';b'31 - 40';0
3769;b'SOCJDLS12A8AE468B4';138191;b'S/T';b'ARGBR4I1187B99D073';b'Mudhoney';b'When Tomorrow Hits (Album)';0
3770;b'SOGBZFX12A8C13C9BA';307773;b'Live At Alexandra Palace';b'ARXDQJB1187FB57154';b'Faithless';b'Take The Long Way Home';1998
3771;b'SOFWWUB12AB018CEA6';718975;b'Closer to God';b'ARAVEKH1269FCD294D';b'Demonbreed';b'Blood Will Fall';0
3772;b'SOVRUGO12A8151D3B3';129747;b'Strikes';b'ARKE7ZQ1187FB504BB';b'Blackfoot';b'Train_ Train (LP Version)';0
3773;b'SOMWLYI12A6D4F519D';82532;"bScream-Machine/Come On Shake My Feelin'""""";b'ARAU2Q51187FB50D4C';b'Smiley';"bCome On Shake My Feelin'""""";0
3774;b'SOLLOTO12AB01804C6';532679;b'Friend EP';b'ARRDRI71187FB46EAA';b'Grizzly Bear';b'Deep Blue Sea (Daniel Rossen home recording)';2008
3775;b'SOGPSMM12A8C13FDBA';521128;b'Garfield - A Tail Of Two Kitties (OST)';b'AR0CWOB1187B99FA08';b'GARFIELD';b'Garfield - A Tail Of Two Kitties: Mirror Dance';0
3776;b'SONJZMT12AB018299D';386704;b'Les Increvables N1';b'ARD7U0O1187FB5531A';b'Andr\xc3\xa9 Verchuren';b'Maria Morena';1989
3777;b'SOJIBPK12A8AE4657E';184355;b'Is Gin Enalian Kipron';b'ARKFEHQ11F50C47E43';b'George Dalaras';b'Ammohostos';0
3778;b'SONQXNP12AB017F81B';485654;b'Mind Control';b'ARH9GD41187FB37E0F';b'Stephen Marley / Damian Marley';b'The Mission';2008
3779;b'SONHTWP12A8C142744';425865;b'Manolis Famellos & I Podilates + 5 Anekdota Tragoudia';b'ARRCDBV12454A42B90';b'Manolis Famellos & I Podilates';"bVals '89""""";0
3780;b'SOANXLR12A6D4F82BF';24773;b'Atomic/Atomix';b'ARM7YQQ1187B9A84E7';b'Blondie';b'Rapture (Us Disco Version) (1999 Digital Remaster)';0
3781;b'SONHKXA12AB0180478';495734;b'Live Inferno';b'ARYPWUK1187B98ACED';b'Emperor';b'In the Wordless Chamber';0
3782;b'SOOUILN12AAA8C75EF';321478;b'Chansons De France';b'ARAOLGH12592CDA7AA';b'Darcelys';"bUn Petit Cabanon Pas Plus Grand Qu'Un Mouchoir De Poche""""";0
3783;b'SOCNYGS12AB01832B8';648890;"bSur l'autre rive""""";b'ARO762K1187FB46BCD';b'Annie Blanchard';b'La v\xc3\xa9rit\xc3\xa9';2007
3784;b'SOPIHMB12AC468E0DD';747034;b'Official Bootleg: Live At Sweden Rock Festival 2009';b'AR87K371187FB5AA8E';b'Uriah Heep';b'Ghost of the Ocean (Live)';0
3785;b'SOCEHMD12A67AD94C4';20907;b'Pot of Gold';b'ARCGJ6U1187FB4D01F';b'Akon / Kardinal Offishall';b'Belly Dancer (Bananza) Remix ft. Kardinal Offishall';0
3786;b'SOJCZUF12AB018A68B';706684;b'Caras E Bocas';b'AR9JNFU1187B9B9868';b'Gal Costa';b'Me Recuso';1977
3787;b'SODRPJT12AC468DEF1';685601;b'Vivant';b'ARWNTXK11EBCD7BBFB';b'Alain-Fran\xc3\xa7ois';b'The frog song';0
3788;b'SOUNAAM12A8C13A752';215115;b'Facto Delafe y las flores azules VS El monstruo de las ramblas';b'ARL6UP41187FB5C604';b'Facto Delafe y las flores azules';b'Lametavolante';2005
3789;b'SOSBXRW12AB01857E0';651071;b'25 Country Memories';b'AR9HABI1187FB3ACAA';b'Red Foley';b'Old Shep';1936
3790;b'SOFQJNR12A67ADE64E';18642;b'El muchacho electrico';b'ARIP54S1187FB53259';b'Jaime Urrutia';b'Azzurro';2005
3791;b'SOPGXXV12AB0183709';1036;b'Fake Plastic Trees';b'ARH6W4X1187B99274F';b'Radiohead';b'Bullet Proof ... I Wish I Was (Acoustic)';1995
3792;b'SORPYYA12A8C135B7F';249389;b'Meat the Weegs';b'ARBWFER11C8A42BA94';b'The Weegs';b'Petticoat';0
3793;b'SOGUVEM12A58A7E90C';106026;b'New Hope For The Wretched';b'AREENKN1187B98F35D';b'Plasmatics';b'Sometimes I';1979
3794;b'SOCQZZN12A8C13B3F4';161816;b'Verdi : Un ballo in maschera';b'ARK7ZPW1187B99C170';b'Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni';b'Un ballo in maschera (2002 Digital Remaster)_ Act 2: Oh_ qual soave brivido (Riccardo/Amelia)';0
3795;b'SOFKXQZ12A8C1422D9';613031;b'Je me sens libre';b'ARL0ID81187B9B2CB3';b'Yvette';b'Je me sens libre';0
3796;b'SOCDQCT12AAFF429B6';618828;b'Tanika Turner';b'ARXICPY122CC3B292D';b'Tanika Turner';b'Compatible';0
3797;b'SOVKVJM12A6D4F972F';46544;b'And The Crowd Goes Wild';b'ARWVVVP1187FB52F31';b'Mark Wills';b'How Bad Do You Want It';2003
3798;b'SOKDDJT12AB017C4B7';333759;b'Ole Ola - Futebol Bonito!';b'ARTVBNL1187FB52DF3';b'Grupo Batuque';b'Ole Ola';1998
3799;b'SOJIMPZ12AAF3B5B92';618203;b'Westward Expansion';b'ARCTOMY1187B9A8175';b'Computer Paul';"bCuts (Bobby's Still In Williamsburg)""""";0
3800;b'SOLVLUY12A58A7BD24';409865;"b'The Best Of Tony Joe White Featuring Polk Salad Annie'""";b'ARCZ20M1187FB49687';b'Tony Joe White';"bI've Got A Thing About You Baby (Album Version)""""";0
3801;b'SOMMGBR12AF729EB7E';196469;b'The Best Crowd We Ever Had';b'ARUTP601187FB388AC';b'The Elders';b'Moore Street Girls';0
3802;b'SORNTMR12A8C13F949';244041;"bMusica Sacra Nella Napoli del '700""""";b'ARGAJDQ11F50C4EDDF';b'Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola';b'Miserere: IV. Quoniam Iniquitatem';0
3803;b'SOEYLYV12AB0185C8A';647281;b'Bloodsuckers EP';b'AREWHWV1187FB391A8';b'Tomash Gee';b'Bad';0
3804;b'SORAIKD12AB018A306';514842;b'Habla El Corazon';b'ARZDUJG1242077E2C5';b'Yuridia';b'Estar Junto A Ti (Angel)';0
3805;b'SOGCHIX12A8C13DCC9';217778;b'Platinum';b'ARHXWB01187B9A205C';b'Gloria Lasso';b'Le Pull Over';0
3806;b'SOQKYHD12A8C139193';205382;b'Pablum';b'ARBKEA91187B98CE1F';b'Claw Hammer';b'Speak Softly';0
3807;b'SOLOMCQ12A8C135B73';249389;b'Meat the Weegs';b'ARBWFER11C8A42BA94';b'The Weegs';b'Slivery';0
3808;b'SOVDLSZ12A8C140662';225136;b'A Song For You (Single)';b'ARYNSN31187FB4C573';b'Bizzy Bone';b'A Song For You (Feat. DMX and Chris Notez)';0
3809;b'SONBSUA12A8AE47EE5';138019;b'Very Special';b'ARYCKB61187B998E70';b'Debra Laws';b'On My Own (LP Version)';0
3810;b'SOBUBWM12AB0185123';711637;b'Die Peitsche Des Lebens';b'ARE08BN1187B98FCA3';b'Der Plan';b'Alter Mann';0
3811;b'SOVIZEV12A8C1377F2';208424;b'You Are! Remix Box';b'ARM86R71187FB4CBB4';b'Christian Quast';b'You Are!';0
3812;b'SONGGNI12AB0184B1E';471671;b'Street Money Vol. 1';b'ARZYP6O1187B9892E7';b'Chapta_ Stage McCloud_ SupaStarr & Tony Manshino';b'Get F#%ked Up';0
3813;b'SOZPRDS12A8C134E2E';288111;b'Sunday People';b'ARY7DVZ1187FB58433';b'The Monroes';b'Arabian Night';1983
3814;b'SOCGTRV12AAA15DE67';431228;b'My Suitcase Is Always Packed';b'ARCH7RE1187FB5B1B9';b'Red Stick Ramblers';b'Why_ Now Baby?';2000
3815;b'SOXIWDR12AF72A5E4E';514111;b'Everlasting Love';b'AR2O3B51187B98CD94';b'Cece Winans';b'The Wind (Tears For You)';1998
3816;b'SONGITI12AF72A2AF5';294998;b'The Infamous';b'AREV2491187B9B017E';b'Mobb Deep';b'(The Grave Prelude)';1995
3817;b'SOFDEKM12A6701E597';11076;b'Other Side Of The World';b'ARCJKV91187FB46210';b'KT Tunstall';b'Boo Hoo';2005
3818;b'SOMYPEW12A6D4F6C04';31528;b'Apocalypse Cow';b'ARYG6CU1187FB3852B';b'Milk Inc.';b'Losing Love (DJ Wout Remix)';1999
3819;b'SOLCSRR12AB017E36E';539725;b'Is It News';b'AREV0ZO1187B997221';b'Doyle Bramhall';b'Ooh Wee Baby';2007
3820;b'SOFVUCR12A6D4FBCE4';63580;b'Wenn hier einer schie\xc3\x9ft_ dann bin ich das';b'AR5MSL51187FB52E11';b'\xc3\x84I-TIEM';b'All das mag ich';1993
3821;b'SORWVBQ12A8C1410D7';172323;b'Elementary Doctor Watson';b'ARELFMN1187FB3D68B';b'Doc & Merle Watson';b'Three Times Seven';0
3822;b'SOOYBRW12A8C13C277';34384;b'You...';b'ARO41T51187FB397AB';b'Sasha';b'Owner Of My Heart (Album Version)';0
3823;b'SOGDLRA12AC468F00B';791240;b'Navicularia';b'ARYQQY31187B9ABBE1';b'Berrog\xc3\xbcetto';b'Navicularia';0
3824;b'SOGIFFP12A6701BF53';8504;b'...And Then There Was X';b'ARTE9CG1187B99B1AF';b'DMX / Dyme';b'Good Girls_ Bad Guys';1999
3825;b'SOIVRIF12AB0186852';457877;b'Out And About With...';b'ARSF4161187B9B449F';b'The Gone Jackals';b'Janus (Riff Monster - topical)';0
3826;b'SOPTRXF12A8C135387';253908;b'A Touch Of Class';b'AREWQSE1187B9AEC6C';b'The Jackson Southernaires';b'Jesus Can Work It Out';0
3827;b'SOMMLUE12AB0187FCC';471184;b'Liberty';b'ARMMKRK1187B996E31';b'William Goldstein';"bBartholdi's Dream""""";0
3828;b'SOIIQRB12A8C1349E9';282891;b'Danger Danger';b'ARJMUEZ1187B98D16E';b'Danger Danger';b'Rock America';1989
3829;b'SOHEQWN12AB0183127';748702;b'Live At Oaktree';b'AR2FJV21187B98EBE3';b'Legacy Five';"bWy Wouldn't I""""";0
3830;b'SOEKGVX12AC39275FD';822236;b'Time To Believe';b'ARC2HVM1187B98CE05';b'Clay Crosse';"bGivin' My Love""""";0
3831;b'SOUCKDH12A8C138FF5';555120;"bDon't Panic""""";b'ARJ7KF01187B98D717';b'Coldplay';"bDon't Panic""""";1999
3832;b'SOCKHZY12A8C142F79';174698;b'Josh White Vol. 3 1935-1940';b'ARQMYTM1187FB4678C';b'Josh White';b'My Soul Is Gonna Live With God';0
3833;b'SOCYSYD12AAF3B2F7B';432366;b'Blue Wave/Dreams Are Real';b'ARTWYHK1187FB568B8';b'Jos\xc3\xa9 Roberto Bertrami';b'Sheds And Weeds (Barracos E Arbustos)';0
3834;b'SONIIAC12A67AD84E5';16369;b'A Beautiful Lie';b'ARRBF3M1187FB4D59F';b'30 Seconds To Mars';b'Hunter';2005
3835;b'SONKSSI12AB0188CB2';658758;b'Eliete Cardoso (Canc\xc3\xa1o Do Amor Demais)';b'ARKFSDP119B8668F25';b'Elizete Cardoso';b'Canc\xc3\xa1o Do Amor Demais';0
3836;b'SOTFKBC12A8C13189D';283993;b'No Control';b'ARWZSFC1187FB567BF';b'Eddie Money';"bRunnin' Away""""";1983
3837;b'SOIHCDS12AC4687731';782426;b'Tribute To Arsenio Rodriguez';b'ARKYRYH11F4C84282E';b'Orquesta Harlow';b'El Terror';0
3838;b'SOBWVGX12AB017BD87';569858;b'The BBC Sessions';b'AR8BUVM1187FB4D94D';b'Belle and Sebastian';b'Like Dylan In The Movies';1996
3839;b'SOQHNAC12A81C22229';181407;b'Stax-Volt Chartbusters Vol.6';b'AR7AOEJ1187FB3D279';b'Little Milton';b'Who Can Handle Me Is You';0
3840;b'SOCIVUH12A8C138A99';249287;b'Deja-Blues';b'AROC6N61187FB40B14';b'Steven Halpern';b'Bamboo Blue';0
3841;b'SOMHGMP12A6D4F5904';20032;b'Vheissu';b'ARIMZQZ1187B9AD541';b'Thrice';b'The Earth Will Shake';2005
3842;b'SOPLIYZ12A6D4FBB08';128135;b'18 CANDLES: THE EARLY YEARS';b'AR10USD1187B99F3F1';b'Silverstein';b'MY CONSOLATION (LP Version)';2006
3843;b'SOJSGWO12AF72A2C49';153947;b'Hurricane Bar';b'ARR6MOS1187B994C51';b'Mando Diao';b'All My Senses';2004
3844;b'SOZICVP12AC3DF5451';594473;b'The Russell Family of Doolin_ Co. Clare';b'AR3O3TX1187FB48B19';b'The Russell Family';b'Tatter Jack Walsh';0
3845;b'SONMMXM12CF530E58E';399217;b'Shakira MTV Unplugged';b'AR6PJ8R1187FB5AD70';b'Shakira';b'Ojos As\xc3\xad';1998
3846;b'SOLWSUT12AB0188BE5';771701;"bRookie Of The Year (Collector's Edition)""""";b'ARICCN811C8A41750F';b'Ya Boy';b'How U Want It?';0
3847;b'SOZLBPC12AB0183CEF';570420;b'Viva Soul';b'AR97HAK1187B99C7D2';b'The Harvey Averne Dozen';b'The Think Drink Theme';1967
3848;b'SOBJCMO12A6D4F756F';31744;b'Louder Now';b'ARG9CID1187B9AB010';b'Taking Back Sunday';b'Spin (Album Version)';2006
3849;b'SOCUBIC12A8AE45AF0';278800;b'Sandinista!';b'AR13CXU1187B9AD30A';b'The Clash';b'Lose This Skin';1980
3850;b'SOIKYJF12A8C138BB7';399641;"bIt's Like This - The Best Of""""";b'ARX9YIP1187B98A656';b'RUN-DMC';"bRun's House""""";1988
3851;b'SOERSNE12AB018DCF3';811461;b'Grounation';b'ARJO8W91187B9AB734';b'Mystic Revelation of Rastafari';b'Ethiopian Serenade';0
3852;b'SONBWUH12A8C1421BB';527141;b'The Baroque Beatles';b'AR76YOD1187FB46B24';b'Joshua Rifkin';"bR\xc3\xa9jouissance [I'll Cry Instead]""""";0
3853;b'SOPQQMH12A81C2177E';275330;b'Encounter';b'ARNARI81187FB3C9A7';b'Flora Purim';b'Latinas';1994
3854;b'SOEJUVY12A8C135C4A';143958;b'The Kingdom';b'AR2H1J41187FB5C640';b'Danny Elfman';b'The Kingdom - Titles';2007
3855;b'SOGXQWP12A58A7D7C8';219898;b'Stop & Listen';b'ARIUOLE11F4C83C703';b'Suzy Thompson';"bDrunken's Man's Dream""""";0
3856;b'SOSVBAP12A58A7ABC2';116947;b'Zos Kia Cultus';b'AR1OBRC1187FB59AD4';b'Behemoth';b'No Sympathy For Fools';2002
3857;b'SONLXKV12A8C13CD49';218508;b'25 Years/25 Songs';b'AR82GTS1187FB5662F';b'Mary Black';b'Katie';1987
3858;b'SOILAJR12AC3DFB3BA';740437;b'Night Owl';b'ARNCOPS1187FB5A086';b'Dolores Keane';b'Dangerous Dance';0
3859;b'SORBWQW12A8C130C25';283805;b'Big Wide Grin';b'ARO0QD41187FB3AB0A';"bKeb' Mo'""""";b'I Am Your Mother Too';2001
3860;b'SOMIVSA12A8C1419AA';224632;"bMart'n\xc3\xa1lia em Berlim ao vivo""""";b'ARIYZFT1187FB5393E';"bMart'n\xc3\xa1lia""""";b'Cabide';2006
3861;b'SONKRUI12AF72A1956';591018;b'Team Leader';b'ARYF20K1187B9B76BD';b'George Lopez';b'Dogs';2003
3862;b'SOQPFPI12AF72AC7F4';739767;b'Manifesto';b'ARVMGEJ1187B98E672';b'Opiate For The Masses';b'21st Century Time Bomb';2008
3863;b'SOSRXYE12A8C13E41A';168502;b'Watermelon Man';b'ARLWEID1187B98DE3C';b'Quincy Jones';b'Exodus';1988
3864;b'SOFDJER12A6D4FD361';627341;b'Bitesize - Electro Beats';b'AR3NPVS1187FB5108F';b'Ministry of Sound';b'Bitesize - Electro Beats Mix';0
3865;b'SOAXRPH12A6D4F802D';27646;b'Girl Bites Dog_ Your Compact Disc Pet';b'AR4R0741187FB39AF2';b'Bow Wow Wow';b'C30 C60 C90 Go';2003
3866;b'SOCLLWU12A8AE47C66';280475;b'Les Fleurs Du Bien';b'AR5IHI31187B998618';b'Pascal Obispo';b'La Machine';2006
